,REGION_NAME,DISTRICT_NAME,LPU_NAME,YEAR,WEEK,SWB_0_2,SWB_3_6,SWB_7_14,SWB_15,SWB_TOTAL,POS_0_2,POS_3_6,POS_7_14,POS_15,POS_TOTAL,SWBA_0_2,SWBA_3_6,SWBA_7_14,SWBA_15,SWBA_TOTAL,POSA_0_2,POSA_3_6,POSA_7_14,POSA_15,POSA_TOTAL,Индекс,Тип региона,Регион,Тип района,Район,Тип города,Тип н/п,Н/п,Код КЛАДР,Код ФИАС,Уровень по ФИАС,Признак центра района или региона,Код ОКАТО,Код ОКТМО,Код ИФНС,Часовой пояс,Широта,Долгота,Федеральный округ,Население
1077,Северо-Западный ФО,Великий Новгород,ЦГиЭ,2016,8,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,173000.0,обл,Новгородская,,,г,,,5300000100000.0,8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560,4: город,2.0,49401000000.0,49701000001.0,5321.0,UTC+3,58.5214003,31.2755051,Северо-Западный,218724
1078,Северо-Западный ФО,Вологда,ЦГиЭ,2016,8,7,5,2,9,23,1,3,0,2,6,7,5,2,9,23,6,2,1,2,11,160000.0,обл,Вологодская,,,г,,,3500000100000.0,023484a5-f98d-4849-82e1-b7e0444b54ef,4: город,2.0,19401000000.0,19701000001.0,3500.0,UTC+3,59.2484186,39.8356461,Северо-Западный,301642
1079,Северо-Западный ФО,Калининград,ЦГиЭ,2016,8,14,22,9,47,92,4,7,4,14,29,3,0,0,6,9,1,0,0,1,2,236001.0,обл,Калининградская,,,г,,,3900000100000.0,df679694-d505-4dd3-b514-4ba48c8a97d8,4: город,2.0,27401000000.0,27701000001.0,3905.0,UTC+2,54.7073218,20.5072458,Северо-Западный,431491
1080,Северо-Западный ФО,Мурманск,ЦГиЭ,2016,8,4,1,3,15,23,1,1,0,7,9,0,0,0,0,0,0,0,0,0,0,183000.0,обл,Мурманская,,,г,,,5100000100000.0,b7127184-ead6-422b-b7cf-4fc7725b47a5,4: город,2.0,47401000000.0,47701000001.0,5100.0,UTC+3,69.0076958,33.0686019,Северо-Западный,307664
1081,Северо-Западный ФО,Петрозаводск,ЦГиЭ,2016,8,2,1,3,36,42,0,0,2,9,11,2,1,3,36,42,1,0,3,2,6,185000.0,Респ,Карелия,,,г,,,1000000100000.0,ccc34487-8fd4-4e71-b032-f4e6c82fb354,4: город,2.0,86401000000.0,86701000.0,1001.0,UTC+3,61.78909,34.3596263,Северо-Западный,263540
1082,Северо-Западный ФО,Санкт-Петербург,НИИ гриппа,2016,8,68,16,4,5,93,27,4,0,4,35,0,0,0,0,0,0,0,0,0,0,190000.0,г,Санкт-Петербург,,,,,,7800000000000.0,c2deb16a-0330-4f05-821f-1d09c93331e6,1: регион,0.0,40000000000.0,,7800.0,UTC+3,59.939125,30.3158225,Северо-Западный,4848742
1083,Северо-Западный ФО,Санкт-Петербург,ФГУЗ,2016,8,6,5,5,28,44,1,0,2,2,5,6,5,5,28,44,1,2,2,10,15,190000.0,г,Санкт-Петербург,,,,,,7800000000000.0,c2deb16a-0330-4f05-821f-1d09c93331e6,1: регион,0.0,40000000000.0,,7800.0,UTC+3,59.939125,30.3158225,Северо-Западный,4848742
1084,Северо-Кавказский ФО,Ставрополь,ЦГиЭ,2016,8,19,10,7,47,83,4,5,1,28,38,19,10,7,47,83,0,0,0,0,0,355000.0,край,Ставропольский,,,г,,,2600000100000.0,2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc,4: город,2.0,7401000000.0,7701000.0,2600.0,UTC+3,45.0445439,41.9690168,Северо-Кавказский,398266
1085,Сибирский ФО,Барнаул,ЦГиЭ,2016,8,0,0,0,0,72,0,0,0,0,22,0,0,0,0,11,0,0,0,0,1,656000.0,край,Алтайский,,,г,,,2200000100000.0,d13945a8-7017-46ab-b1e6-ede1e89317ad,4: город,2.0,1401000000.0,1701000.0,2200.0,UTC+7,53.3481145,83.7798362,Сибирский,635585
1086,Сибирский ФО,Иркутск,ЦГиЭ,2016,8,5,4,2,17,28,0,3,1,10,14,5,4,2,17,28,2,0,1,2,5,664000.0,обл,Иркутская,,,г,,,3800000300000.0,8eeed222-72e7-47c3-ab3a-9a553c31cf72,4: город,2.0,25401000000.0,25701000001.0,3800.0,UTC+8,52.2863513,104.280655,Сибирский,587225
1087,Сибирский ФО,Кемерово,ЦГиЭ,2016,8,12,12,3,96,123,4,5,0,30,39,0,0,0,0,0,0,0,0,0,0,650000.0,обл,Кемеровская,,,г,,,4200000900000.0,94bb19a3-c1fa-410b-8651-ac1bf7c050cd,4: город,2.0,32401000000.0,32701000001.0,4205.0,UTC+7,55.3909721,86.0467864,Сибирский,532884
1088,Сибирский ФО,Новосибирск,ЦГиЭ,2016,8,6,2,3,16,27,2,2,2,7,13,0,0,0,0,0,0,0,0,0,0,630000.0,обл,Новосибирская,,,г,,,5400000100000.0,8dea00e3-9aab-4d8e-887c-ef2aaa546456,4: город,2.0,50401000000.0,50701000001.0,5400.0,UTC+7,55.0281016,82.9210575,Сибирский,1498921
1089,Сибирский ФО,Омск,ЦГиЭ,2016,8,14,14,9,68,105,6,2,1,11,20,4,0,6,34,44,4,0,5,13,22,644000.0,обл,Омская,,,г,,,5500000100000.0,140e31da-27bf-4519-9ea0-6185d681d44e,4: город,2.0,52401000000.0,52701000001.0,5500.0,UTC+6,54.9848136,73.3674638,Сибирский,1154000
1090,Сибирский ФО,Томск,ЦГиЭ,2016,8,0,0,0,0,9,0,0,0,0,0,2,0,1,6,9,1,0,0,1,5,634000.0,обл,Томская,,,г,,,7000000100000.0,e3b0eae8-a4ce-4779-ae04-5c0797de66be,4: город,3.0,69401000000.0,69701000001.0,7017.0,UTC+7,56.4847036,84.9481737,Сибирский,522940
1091,Уральский ФО,Екатеринбург,ЦГиЭ,2016,8,31,18,11,127,187,6,6,1,44,57,31,18,11,127,187,17,7,4,4,32,620000.0,обл,Свердловская,,,г,,,6600000100000.0,2763c110-cb8b-416a-9dac-ad28a55b4402,4: город,2.0,65401000000.0,65701000.0,6600.0,UTC+5,56.8386326,60.6054887,Уральский,1377738
1092,Уральский ФО,Челябинск,ЦГиЭ,2016,8,3,2,1,12,18,1,1,0,4,6,3,2,1,12,18,0,0,0,0,0,454000.0,обл,Челябинская,,,г,,,7400000100000.0,a376e68d-724a-4472-be7c-891bdb09ae32,4: город,2.0,75401000000.0,75701000001.0,7400.0,UTC+5,55.1603659,61.4007858,Уральский,1130273
1093,Центральный ФО,Белгород,ЦГиЭ,2016,8,3,1,3,3,10,0,0,1,0,1,3,1,3,3,10,0,0,0,0,0,308000.0,обл,Белгородская,,,г,,,3100000100000.0,02e9c019-ab4d-4fa0-928e-d6c0a41dc256,4: город,2.0,14401000000.0,14701000.0,3123.0,UTC+3,50.5977351,36.5858236,Центральный,356426
1094,Центральный ФО,Брянск,ЦГиЭ,2016,8,9,2,3,27,41,2,1,1,14,18,9,2,3,27,41,0,1,0,0,1,241000.0,обл,Брянская,,,г,,,3200000100000.0,414b71cf-921e-4bfc-b6e0-f7395d16aaef,4: город,2.0,15401000000.0,15701000001.0,3200.0,UTC+3,53.2420071,34.3652716,Центральный,415640
1095,Центральный ФО,Владимир,ЦГиЭ,2016,8,0,0,0,0,34,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,600000.0,обл,Владимирская,,,г,,,3300000100000.0,f66a00e6-179e-4de9-8ecb-78b0277c9f10,4: город,2.0,17401000000.0,17701000001.0,3300.0,UTC+3,56.1281561,40.4082995,Центральный,348256
1096,Центральный ФО,Воронеж,ЦГиЭ,2016,8,1,4,4,26,35,1,3,2,14,20,0,0,0,0,0,0,0,0,0,0,394000.0,обл,Воронежская,,,г,,,3600000100000.0,5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1,4: город,2.0,20401000000.0,20701000001.0,3600.0,UTC+3,51.6592378,39.1968284,Центральный,889680
1097,Центральный ФО,Курск,ЦГиЭ,2016,8,3,6,2,29,40,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,305000.0,обл,Курская,,,г,,,4600000100000.0,d790c72e-479b-4da2-90d7-842b1712a71c,4: город,2.0,38401000000.0,38701000.0,4600.0,UTC+3,51.7303391,36.1926448,Центральный,414595
1098,Центральный ФО,Липецк,ЦГиЭ,2016,8,0,0,0,0,41,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,398000.0,обл,Липецкая,,,г,,,4800000100000.0,eacb5f15-1a2e-432e-904a-ca56bd635f1b,4: город,2.0,42401000000.0,42701000.0,4800.0,UTC+3,52.6103027,39.5946266,Центральный,508124
1099,Центральный ФО,Москва,ФГУЗ,2016,8,3,2,8,57,70,0,0,2,7,9,0,0,0,0,0,0,0,0,0,0,101000.0,г,Москва,,,,,,7700000000000.0,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,1: регион,0.0,45000000000.0,,7700.0,UTC+3,55.7538789,37.6203735,Центральный,11514330
1100,Центральный ФО,Москва,ЦЭЭГ,2016,8,0,0,0,0,62,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,101000.0,г,Москва,,,,,,7700000000000.0,0c5b2444-70a0-4932-980c-b4dc0d3f02b5,1: регион,0.0,45000000000.0,,7700.0,UTC+3,55.7538789,37.6203735,Центральный,11514330
1101,Центральный ФО,Рязань,ЦГиЭ,2016,8,0,0,0,0,35,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,390000.0,обл,Рязанская,,,г,,,6200000100000.0,86e5bae4-ef58-4031-b34f-5e9ff914cd55,4: город,2.0,61401000000.0,61701000001.0,6200.0,UTC+3,54.625457,39.7359992,Центральный,525062
1102,Центральный ФО,Смоленск,ЦГиЭ,2016,8,6,7,6,22,41,0,3,0,3,6,6,7,6,22,41,1,0,2,5,8,214000.0,обл,Смоленская,,,г,,,6700000300000.0,d414a2e8-9e1e-48c1-94a4-7308d5608177,4: город,2.0,66401000000.0,66701000001.0,6732.0,UTC+3,54.7867168,31.8153366,Центральный,326863
1103,Центральный ФО,Тверь,ЦГиЭ,2016,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000.0,обл,Тверская,,,г,,,6900000100000.0,c52ea942-555e-45c6-9751-58897717b02f,4: город,2.0,28401000000.0,28701000.0,6900.0,UTC+3,56.8585396,35.9117898,Центральный,403726
1104,Центральный ФО,Тула,ЦГиЭ,2016,8,3,0,2,3,8,0,0,0,0,0,3,0,2,3,8,0,0,1,0,1,300000.0,обл,Тульская,,,г,,,7100000100000.0,b2601b18-6da2-4789-9fbe-800dde06a2bb,4: город,2.0,70401000000.0,70701000.0,7100.0,UTC+3,54.192017,37.6153885,Центральный,501129
1105,Центральный ФО,Ярославль,ЦГиЭ,2016,8,0,0,0,0,83,0,0,0,0,29,1,1,1,3,6,0,0,0,1,2,150000.0,обл,Ярославская,,,г,,,7600000100000.0,6b1bab7d-ee45-4168-a2a6-4ce2880d90d3,4: город,2.0,78401000000.0,78701000.0,7600.0,UTC+3,57.6216145,39.897878,Центральный,591486
1106,Южный ФО,Астрахань,ЦГиЭ,2016,8,1,1,4,7,13,0,0,0,3,3,1,1,4,7,13,1,1,1,3,6,414000.0,обл,Астраханская,,,г,,,3000000100000.0,a101dd8b-3aee-4bda-9c61-9df106f145ff,4: город,2.0,12401000000.0,12701000.0,3000.0,UTC+4,46.3655808,48.0559979,Южный,520662
1107,Южный ФО,Волгоград,ЦГиЭ,2016,8,0,0,0,0,0,0,0,1,1,2,4,3,5,10,22,3,1,1,6,11,400000.0,обл,Волгоградская,,,г,,,3400000100000.0,a52b7389-0cfe-46fb-ae15-298652a64cf8,4: город,2.0,18401000000.0,18701000001.0,3400.0,UTC+3,48.7072005,44.5170207,Южный,1021244
1108,Южный ФО,Краснодар,ЦГиЭ,2016,8,90,66,21,163,340,27,2,3,18,50,90,66,21,163,340,0,0,0,0,0,350000.0,край,Краснодарский,,,г,,,2300000100000.0,7dfa745e-aa19-4688-b121-b655c11e482f,4: город,2.0,3401000000.0,3701000.0,2300.0,UTC+3,45.040235,38.9760801,Южный,744933
1109,Южный ФО,Ростов-на-Дону,ЦГиЭ,2016,8,8,7,3,13,31,2,1,0,4,7,8,7,3,13,31,3,2,0,0,5,344000.0,обл,Ростовская,,,г,,,6100000100000.0,c1cfe4b9-f7c2-423c-abfa-6ed1c05a15c5,4: город,2.0,60401000000.0,60701000001.0,6100.0,UTC+3,47.2224364,39.7187866,Южный,1091544
1110,Южный ФО,Симферополь,ЦГиЭ,2016,8,0,0,0,10,10,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,295000.0,Респ,Крым,,,г,,,9100000700000.0,b9001e55-72ed-43bf-b7eb-41b86a14380e,4: город,0.0,35401000000.0,35701000001.0,9102.0,UTC+3,44.9482645,34.100117,Южный,362366
1111,Дальневосточный ФО,Биробиджан,ЦГиЭ,2016,9,23,5,4,11,43,5,2,2,3,12,23,5,4,11,43,6,0,0,3,9,679002.0,Аобл,Еврейская,,,г,,,7900000100000.0,5d133391-46ee-496b-83a6-efeeaa903643,4: город,2.0,99401000000.0,99701000.0,7901.0,UTC+10,48.7945975,132.9217594,Дальневосточный,75419
1112,Дальневосточный ФО,Владивосток,ЦГиЭ,2016,9,20,14,8,27,69,8,8,3,10,29,0,0,0,0,0,0,0,0,0,0,690000.0,край,Приморский,,,г,,,2500000100000.0,7b6de6a5-86d0-4735-b11a-499081111af8,4: город,2.0,5401000000.0,5701000.0,2500.0,UTC+10,43.1163807,131.882348,Дальневосточный,592069
1113,Дальневосточный ФО,Магадан,ЦГиЭ,2016,9,3,3,2,5,13,0,2,2,2,6,3,1,0,3,7,2,0,0,1,3,685000.0,обл,Магаданская,,,г,,,4900000100000.0,cb8ae35a-93df-4133-b377-50f3698c8b5e,4: город,2.0,44401000000.0,44701000001.0,4900.0,UTC+11,59.5681763,150.8085289,Дальневосточный,95925
1114,Дальневосточный ФО,Петропавловск,ЦГиЭ,2016,9,22,33,24,71,150,3,6,4,15,28,22,33,24,71,150,11,11,2,6,30,,,,,,,,,,,,,,,,,,,,
1115,Дальневосточный ФО,Хабаровск,ЦГиЭ,2016,9,23,9,16,96,144,11,5,7,50,73,23,9,16,96,144,4,1,0,5,10,680000.0,край,Хабаровский,,,г,,,2700000100000.0,a4859da8-9977-4b62-8436-4e1b98c5d13f,4: город,2.0,8401000000.0,8701000.0,2700.0,UTC+10,48.4647991,135.0598811,Дальневосточный,577668
1116,Дальневосточный ФО,Чита,ЦГиЭ,2016,9,7,17,1,31,56,1,3,0,6,10,6,17,1,27,51,3,10,1,2,16,672000.0,край,Забайкальский,,,г,,,7500000100000.0,2d9abaa6-85a6-4f1f-a1bd-14b76ec17d9c,4: город,2.0,76401000000.0,76701000.0,7536.0,UTC+9,52.0340128,113.4994884,Сибирский,323964
1117,Дальневосточный ФО,Южно-Сахалинск,ЦГиЭ,2016,9,31,19,13,159,222,6,8,3,33,50,31,19,13,159,222,8,1,0,5,14,693000.0,обл,Сахалинская,,,г,,,6500000100000.0,44388ad0-06aa-49b0-bbf9-1704629d1d68,4: город,2.0,64401000000.0,64701000.0,6500.0,UTC+11,46.959133,142.7381252,Дальневосточный,181727
1118,Дальневосточный ФО,Якутск,ЦГиЭ,2016,9,18,7,2,110,137,5,1,0,26,32,18,7,2,110,137,0,0,0,0,0,677000.0,Респ,Саха /Якутия/,,,г,,,1400000100000.0,884c84a2-0141-4652-962d-8a92989b88f7,4: город,2.0,98401000000.0,98701000.0,1447.0,UTC+9,62.0280273,129.7325717,Дальневосточный,269486
1119,Приволжский ФО,Казань,ЦГиЭ,2016,9,4,4,0,9,17,0,3,0,5,8,4,4,0,9,17,3,0,0,1,4,420000.0,Респ,Татарстан,,,г,,,1600000100000.0,93b3df57-4c89-44df-ac42-96f05e9cd3b9,4: город,2.0,92401000000.0,92701000.0,1600.0,UTC+3,55.7943877,49.1115312,Приволжский,1216965
1120,Приволжский ФО,Киров,ЦГиЭ,2016,9,11,8,3,45,67,3,3,2,9,17,11,8,3,445,467,4,1,1,2,8,249440.0,обл,Калужская,р-н,Кировский,г,,,4001100100000.0,7c875ac0-5c75-4798-8786-564ccb5bd9f2,4: город,1.0,29214501000.0,29614101001.0,4023.0,UTC+3,54.0790823,34.3077508,Центральный,31888
1121,Приволжский ФО,Киров,ЦГиЭ,2016,9,11,8,3,45,67,3,3,2,9,17,11,8,3,445,467,4,1,1,2,8,610000.0,обл,Кировская,,,г,,,4300000100000.0,452a2ddf-88a1-4e35-8d8d-8635493768d4,4: город,2.0,33401000000.0,33701000001.0,4345.0,UTC+3,58.6035313,49.6679219,Приволжский,473668
1122,Приволжский ФО,Нижний Новгород,ЦГиЭ,2016,9,23,14,9,95,141,6,3,2,31,42,1,1,0,2,4,1,0,0,0,1,603000.0,обл,Нижегородская,,,г,,,5200000100000.0,555e7d61-d9a7-4ba6-9770-6caa8198c483,4: город,2.0,22401000000.0,22701000.0,5200.0,UTC+3,56.3242093,44.0053948,Приволжский,1250615
1123,Приволжский ФО,Оренбург,ЦГиЭ,2016,9,2,2,2,19,25,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,460000.0,обл,Оренбургская,,,г,,,5600000100000.0,dce97bff-deb2-4fd9-9aec-4f4327bbf89b,4: город,2.0,53401000000.0,53701000.0,5600.0,UTC+5,51.7875191,55.1017379,Приволжский,570329
1124,Приволжский ФО,Пенза,ЦГиЭ,2016,9,0,0,0,0,21,0,0,0,0,9,0,2,0,19,21,0,0,0,0,0,440000.0,обл,Пензенская,,,г,,,5800000100000.0,ff3292b1-a1d2-47d4-b35b-ac06b50555cc,4: город,2.0,56401000000.0,56701000.0,5800.0,UTC+3,53.1753884,45.0347408,Приволжский,519592
1125,Приволжский ФО,Пермь,ЦГиЭ,2016,9,29,4,7,32,72,7,1,1,1,10,29,4,7,32,72,9,0,0,2,11,614000.0,край,Пермский,,,г,,,5900000100000.0,a309e4ce-2f36-4106-b1ca-53e0f48a6d95,4: город,2.0,57401000000.0,57701000001.0,5900.0,UTC+5,58.0103211,56.2341778,Приволжский,1000679
1126,Приволжский ФО,Самара,ЦГиЭ,2016,9,12,8,4,75,99,5,1,1,30,37,0,0,0,0,0,0,0,0,0,0,443000.0,обл,Самарская,,,г,,,6300000100000.0,bb035cc3-1dc2-4627-9d25-a1bf2d4b936b,4: город,2.0,36401000000.0,36701000.0,6300.0,UTC+4,53.1951657,50.1067691,Приволжский,1164900
1127,Приволжский ФО,Саратов,ЦГиЭ,2016,9,16,4,6,57,83,2,0,0,12,14,0,0,0,0,0,0,0,0,0,0,410000.0,обл,Саратовская,,,г,,,6400000100000.0,bf465fda-7834-47d5-986b-ccdb584a85a6,4: город,2.0,63401000000.0,63701000.0,6400.0,UTC+4,51.530376,45.9530257,Приволжский,836900
1128,Приволжский ФО,Ульяновск,ЦГиЭ,2016,9,5,5,0,59,69,1,4,0,12,17,0,0,0,0,0,0,0,0,0,0,432000.0,обл,Ульяновская,,,г,,,7300000100000.0,bebfd75d-a0da-4bf9-8307-2e2c85eac463,4: город,2.0,73401000000.0,73701000.0,7300.0,UTC+4,54.3080674,48.3748717,Приволжский,613793
1129,Приволжский ФО,Уфа,ЦГиЭ,2016,9,4,3,1,33,41,1,1,1,9,12,0,0,0,0,0,0,0,0,0,0,450000.0,Респ,Башкортостан,,,г,,,200000100000.0,7339e834-2cb4-4734-a4c7-1fca2c66e562,4: город,3.0,80401000000.0,80701000.0,200.0,UTC+5,54.734853,55.9578647,Приволжский,1062300
1130,Приволжский ФО,Чебоксары,ЦГиЭ,2016,9,6,1,1,29,37,4,0,0,6,10,6,1,1,29,37,0,0,0,0,0,428000.0,Чувашия,Чувашская Республика,,,г,,,2100000100000.0,dd8caeab-c685-4f2a-bf5f-550aca1bbc48,4: город,2.0,97401000000.0,97701000.0,2130.0,UTC+3,56.1439378,47.2488718,Приволжский,447929
1131,Северо-Западный ФО,Архангельск,ЦГиЭ,2016,9,6,5,2,25,38,2,4,1,9,16,2,2,0,5,9,1,1,0,1,3,163000.0,обл,Архангельская,,,г,,,2900000100000.0,06814fb6-0dc3-4bec-ba20-11f894a0faf5,4: город,2.0,11401000000.0,11701000.0,2901.0,UTC+3,64.5392985,40.5170083,Северо-Западный,348716
1132,Северо-Западный ФО,Великий Новгород,ЦГиЭ,2016,9,0,0,0,0,38,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,173000.0,обл,Новгородская,,,г,,,5300000100000.0,8d0a05bf-3b8a-43e9-ac26-7ce61d7c4560,4: город,2.0,49401000000.0,49701000001.0,5321.0,UTC+3,58.5214003,31.2755051,Северо-Западный,218724
1133,Северо-Западный ФО,Калининград,ЦГиЭ,2016,9,14,9,7,38,68,3,0,1,13,17,2,0,0,2,4,1,0,0,0,1,236001.0,обл,Калининградская,,,г,,,3900000100000.0,df679694-d505-4dd3-b514-4ba48c8a97d8,4: город,2.0,27401000000.0,27701000001.0,3905.0,UTC+2,54.7073218,20.5072458,Северо-Западный,431491
1134,Северо-Западный ФО,Мурманск,ЦГиЭ,2016,9,4,0,1,3,8,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,183000.0,обл,Мурманская,,,г,,,5100000100000.0,b7127184-ead6-422b-b7cf-4fc7725b47a5,4: город,2.0,47401000000.0,47701000001.0,5100.0,UTC+3,69.0076958,33.0686019,Северо-Западный,307664
1135,Северо-Западный ФО,Петрозаводск,ЦГиЭ,2016,9,3,1,0,17,21,0,1,0,2,3,3,1,0,17,21,3,0,0,4,7,185000.0,Респ,Карелия,,,г,,,1000000100000.0,ccc34487-8fd4-4e71-b032-f4e6c82fb354,4: город,2.0,86401000000.0,86701000.0,1001.0,UTC+3,61.78909,34.3596263,Северо-Западный,263540
1136,Северо-Западный ФО,Санкт-Петербург,НИИ гриппа,2016,9,0,0,0,0,91,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,190000.0,г,Санкт-Петербург,,,,,,7800000000000.0,c2deb16a-0330-4f05-821f-1d09c93331e6,1: регион,0.0,40000000000.0,,7800.0,UTC+3,59.939125,30.3158225,Северо-Западный,4848742
1137,Северо-Западный ФО,Санкт-Петербург,ФГУЗ,2016,9,6,6,6,30,48,1,0,1,9,11,6,6,6,30,48,3,4,2,5,14,190000.0,г,Санкт-Петербург,,,,,,7800000000000.0,c2deb16a-0330-4f05-821f-1d09c93331e6,1: регион,0.0,40000000000.0,,7800.0,UTC+3,59.939125,30.3158225,Северо-Западный,4848742
1138,Северо-Кавказский ФО,Ставрополь,ЦГиЭ,2016,9,26,15,8,64,113,5,3,2,26,36,26,15,8,64,113,0,0,0,0,0,355000.0,край,Ставропольский,,,г,,,2600000100000.0,2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc,4: город,2.0,7401000000.0,7701000.0,2600.0,UTC+3,45.0445439,41.9690168,Северо-Кавказский,398266
1139,Сибирский ФО,Барнаул,ЦГиЭ,2016,9,0,0,0,0,93,0,0,0,0,31,0,0,0,0,15,0,0,0,0,5,656000.0,край,Алтайский,,,г,,,2200000100000.0,d13945a8-7017-46ab-b1e6-ede1e89317ad,4: город,2.0,1401000000.0,1701000.0,2200.0,UTC+7,53.3481145,83.7798362,Сибирский,635585
1140,Сибирский ФО,Иркутск,ЦГиЭ,2016,9,7,11,4,19,41,1,0,1,6,8,7,11,4,19,41,1,5,0,2,8,664000.0,обл,Иркутская,,,г,,,3800000300000.0,8eeed222-72e7-47c3-ab3a-9a553c31cf72,4: город,2.0,25401000000.0,25701000001.0,3800.0,UTC+8,52.2863513,104.280655,Сибирский,587225
1141,Сибирский ФО,Кемерово,ЦГиЭ,2016,9,7,3,2,77,89,2,0,0,33,35,0,0,0,0,0,0,0,0,0,0,650000.0,обл,Кемеровская,,,г,,,4200000900000.0,94bb19a3-c1fa-410b-8651-ac1bf7c050cd,4: город,2.0,32401000000.0,32701000001.0,4205.0,UTC+7,55.3909721,86.0467864,Сибирский,532884
1142,Сибирский ФО,Новосибирск,ЦГиЭ,2016,9,8,7,7,7,29,4,4,5,4,17,0,0,0,0,0,0,0,0,0,0,630000.0,обл,Новосибирская,,,г,,,5400000100000.0,8dea00e3-9aab-4d8e-887c-ef2aaa546456,4: город,2.0,50401000000.0,50701000001.0,5400.0,UTC+7,55.0281016,82.9210575,Сибирский,1498921
1143,Сибирский ФО,Омск,ЦГиЭ,2016,9,21,13,2,53,89,7,5,0,22,34,13,7,2,19,41,16,2,2,4,24,644000.0,обл,Омская,,,г,,,5500000100000.0,140e31da-27bf-4519-9ea0-6185d681d44e,4: город,2.0,52401000000.0,52701000001.0,5500.0,UTC+6,54.9848136,73.3674638,Сибирский,1154000
1144,Сибирский ФО,Томск,ЦГиЭ,2016,9,0,0,0,0,9,0,0,0,0,1,4,1,2,2,9,1,0,1,0,6,634000.0,обл,Томская,,,г,,,7000000100000.0,e3b0eae8-a4ce-4779-ae04-5c0797de66be,4: город,3.0,69401000000.0,69701000001.0,7017.0,UTC+7,56.4847036,84.9481737,Сибирский,522940
1145,Уральский ФО,Екатеринбург,ЦГиЭ,2016,9,1,5,10,9,25,0,0,0,0,0,1,5,10,9,25,0,3,3,4,10,620000.0,обл,Свердловская,,,г,,,6600000100000.0,2763c110-cb8b-416a-9dac-ad28a55b4402,4: город,2.0,65401000000.0,65701000.0,6600.0,UTC+5,56.8386326,60.6054887,Уральский,1377738
1146,Центральный ФО,Белгород,ЦГиЭ,2016,9,3,4,1,7,15,1,3,1,3,8,3,4,1,7,15,1,0,0,0,1,308000.0,обл,Белгородская,,,г,,,3100000100000.0,02e9c019-ab4d-4fa0-928e-d6c0a41dc256,4: город,2.0,14401000000.0,14701000.0,3123.0,UTC+3,50.5977351,36.5858236,Центральный,356426
1147,Центральный ФО,Брянск,ЦГиЭ,2016,9,1,1,1,33,36,0,1,0,6,7,1,1,1,33,36,0,0,0,0,0,241000.0,обл,Брянская,,,г,,,3200000100000.0,414b71cf-921e-4bfc-b6e0-f7395d16aaef,4: город,2.0,15401000000.0,15701000001.0,3200.0,UTC+3,53.2420071,34.3652716,Центральный,415640
1148,Центральный ФО,Владимир,ЦГиЭ,2016,9,0,0,0,0,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,600000.0,обл,Владимирская,,,г,,,3300000100000.0,f66a00e6-179e-4de9-8ecb-78b0277c9f10,4: город,2.0,17401000000.0,17701000001.0,3300.0,UTC+3,56.1281561,40.4082995,Центральный,348256
1149,Центральный ФО,Воронеж,ЦГиЭ,2016,9,2,5,3,31,41,1,1,0,7,9,0,1,1,0,2,0,0,0,0,0,394000.0,обл,Воронежская,,,г,,,3600000100000.0,5bf5ddff-6353-4a3d-80c4-6fb27f00c6c1,4: город,2.0,20401000000.0,20701000001.0,3600.0,UTC+3,51.6592378,39.1968284,Центральный,889680
1150,Центральный ФО,Курск,ЦГиЭ,2016,9,8,7,8,30,53,2,5,2,11,20,0,0,0,0,0,0,0,0,0,0,305000.0,обл,Курская,,,г,,,4600000100000.0,d790c72e-479b-4da2-90d7-842b1712a71c,4: город,2.0,38401000000.0,38701000.0,4600.0,UTC+3,51.7303391,36.1926448,Центральный,414595
1151,Центральный ФО,Липецк,ЦГиЭ,2016,9,0,0,0,0,51,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,398000.0,обл,Липецкая,,,г,,,4800000100000.0,eacb5f15-1a2e-432e-904a-ca56bd635f1b,4: город,2.0,42401000000.0,42701000.0,4800.0,UTC+3,52.6103027,39.5946266,Центральный,508124
